Area;Year;GDP per capita - with interpolations;Type of data;Data period;Longer description;Growth linked to which year;If use region or neighbor - what is used;Source ;Source notes;Other notes;Adjustments of data;Regional average multiplied with spread-ot factor;Other footnotes;Other footnotes;Other footnotes
Saint Vincent and the Grenadines;1991;4 580;Growth, national;1960-2005;;;;WDI (lcu).;;;;;;;
Saint Vincent and the Grenadines;1992;4 890;Growth, national;1960-2005;;;;WDI (lcu).;;;;;;;
Saint Vincent and the Grenadines;1993;4 867;Growth, national;1960-2005;;;;WDI (lcu).;;;;;;;
Saint Vincent and the Grenadines;1994;4 693;Growth, national;1960-2005;;;;WDI (lcu).;;;;;;;
Saint Vincent and the Grenadines;1995;4 713;Growth, national;1960-2005;;;;WDI (lcu).;;;;;;;
Saint Vincent and the Grenadines;1996;4 751;Growth, national;1960-2005;;;;WDI (lcu).;;;;;;;
Saint Vincent and the Grenadines;1997;5 354;Growth, national;1960-2005;;;;WDI (lcu).;;;;;;;
Saint Vincent and the Grenadines;1998;5 602;Growth, national;1960-2005;;;;WDI (lcu).;;;;;;;
Saint Vincent and the Grenadines;1999;5 819;Growth, national;1960-2005;;;;WDI (lcu).;;;;;;;
Saint Vincent and the Grenadines;2000;5 894;Growth, national;1960-2005;;;;WDI (lcu).;;;;;;;
Saint Vincent and the Grenadines;2001;5 899;Growth, national;1960-2005;;;;WDI (lcu).;;;;;;;
Saint Vincent and the Grenadines;2002;6 108;Growth, national;1960-2005;;;;WDI (lcu).;;;;;;;
Saint Vincent and the Grenadines;2003;6 267;Growth, national;1960-2005;;;;WDI (lcu).;;;;;;;
Saint Vincent and the Grenadines;2004;6 617;Growth, national;1960-2005;;;;WDI (lcu).;;;;;;;
Saint Vincent and the Grenadines;2005;6 752;Level.;2005;;;;ICP estimate - model 6.;;;;;;;
Saint Vincent and the Grenadines;2006;7 126;Growth, national, guesstimate.;2005-2018.;Based on projected growth from IMF (2013).;2005;;IMF (2013);;;;;;;
Saint Vincent and the Grenadines;2007;7 309;Growth, national, guesstimate.;2005-2018.;Based on projected growth from IMF (2013).;2005;;IMF (2013);;;;;;;
Saint Vincent and the Grenadines;2008;7 265;Growth, national, guesstimate.;2005-2018.;Based on projected growth from IMF (2013).;2005;;IMF (2013);;;;;;;
Saint Vincent and the Grenadines;2009;7 097;Growth, national, guesstimate.;2005-2018.;Based on projected growth from IMF (2013).;2005;;IMF (2013);;;;;;;
Saint Vincent and the Grenadines;2010;6 925;Growth, national, guesstimate.;2005-2018.;Based on projected growth from IMF (2013).;2005;;IMF (2013);;;;;;;
Saint Vincent and the Grenadines;2011;6 947;Growth, national, guesstimate.;2005-2018.;Based on projected growth from IMF (2013).;2005;;IMF (2013);;;;;;;
Saint Vincent and the Grenadines;2012;6 975;Growth, national, guesstimate.;2005-2018.;Based on projected growth from IMF (2013).;2005;;IMF (2013);;;;;;;
Saint Vincent and the Grenadines;2013;7 040;Growth, national, guesstimate.;2005-2018.;Based on projected growth from IMF (2013).;2005;;IMF (2013);;;;;;;
Saint Vincent and the Grenadines;2014;7 173;Growth, national, guesstimate.;2005-2018.;Based on projected growth from IMF (2013).;2005;;IMF (2013);;;;;;;
Saint Vincent and the Grenadines;2015;7 378;Growth, national, guesstimate.;2005-2018.;Based on projected growth from IMF (2013).;2005;;IMF (2013);;;;;;;
Saint Vincent and the Grenadines;2016;7 631;Growth, national, guesstimate.;2005-2018.;Based on projected growth from IMF (2013).;2005;;IMF (2013);;;;;;;
Saint Vincent and the Grenadines;2017;7 853;Growth, national, guesstimate.;2005-2018.;Based on projected growth from IMF (2013).;2005;;IMF (2013);;;;;;;
Saint Vincent and the Grenadines;2018;8 081;Growth, national, guesstimate.;2005-2018.;Based on projected growth from IMF (2013).;2005;;IMF (2013);;;;;;;
Saint-Pierre-et-Miquelon;1800;;;;;;;;;;;;;;
Saint-Pierre-et-Miquelon;1801;;;;;;;;;;;;;;
Saint-Pierre-et-Miquelon;1802;;;;;;;;;;;;;;
Saint-Pierre-et-Miquelon;1803;;;;;;;;;;;;;;
Saint-Pierre-et-Miquelon;1804;;;;;;;;;;;;;;
Saint-Pierre-et-Miquelon;1805;;;;;;;;;;;;;;
Saint-Pierre-et-Miquelon;1806;;;;;;;;;;;;;;
Saint-Pierre-et-Miquelon;1807;;;;;;;;;;;;;;
Saint-Pierre-et-Miquelon;1808;;;;;;;;;;;;;;
Saint-Pierre-et-Miquelon;1809;;;;;;;;;;;;;;
Saint-Pierre-et-Miquelon;1810;;;;;;;;;;;;;;
Saint-Pierre-et-Miquelon;1811;;;;;;;;;;;;;;
Saint-Pierre-et-Miquelon;1812;;;;;;;;;;;;;;
Saint-Pierre-et-Miquelon;1813;;;;;;;;;;;;;;
Saint-Pierre-et-Miquelon;1814;;;;;;;;;;;;;;
Saint-Pierre-et-Miquelon;1815;;;;;;;;;;;;;;
Saint-Pierre-et-Miquelon;1816;;;;;;;;;;;;;;
Saint-Pierre-et-Miquelon;1817;;;;;;;;;;;;;;
Saint-Pierre-et-Miquelon;1818;;;;;;;;;;;;;;
Saint-Pierre-et-Miquelon;1819;;;;;;;;;;;;;;
Saint-Pierre-et-Miquelon;1820;;;;;;;;;;;;;;
Saint-Pierre-et-Miquelon;1821;;;;;;;;;;;;;;
Saint-Pierre-et-Miquelon;1822;;;;;;;;;;;;;;
Saint-Pierre-et-Miquelon;1823;;;;;;;;;;;;;;
Saint-Pierre-et-Miquelon;1824;;;;;;;;;;;;;;
Saint-Pierre-et-Miquelon;1825;;;;;;;;;;;;;;
Saint-Pierre-et-Miquelon;1826;;;;;;;;;;;;;;
Saint-Pierre-et-Miquelon;1827;;;;;;;;;;;;;;
Saint-Pierre-et-Miquelon;1828;;;;;;;;;;;;;;
Saint-Pierre-et-Miquelon;1829;;;;;;;;;;;;;;
Saint-Pierre-et-Miquelon;1830;;;;;;;;;;;;;;
Saint-Pierre-et-Miquelon;1831;;;;;;;;;;;;;;
Saint-Pierre-et-Miquelon;1832;;;;;;;;;;;;;;
Saint-Pierre-et-Miquelon;1833;;;;;;;;;;;;;;
Saint-Pierre-et-Miquelon;1834;;;;;;;;;;;;;;
Saint-Pierre-et-Miquelon;1835;;;;;;;;;;;;;;
Saint-Pierre-et-Miquelon;1836;;;;;;;;;;;;;;
Saint-Pierre-et-Miquelon;1837;;;;;;;;;;;;;;
Saint-Pierre-et-Miquelon;1838;;;;;;;;;;;;;;
Saint-Pierre-et-Miquelon;1839;;;;;;;;;;;;;;
Saint-Pierre-et-Miquelon;1840;;;;;;;;;;;;;;
Saint-Pierre-et-Miquelon;1841;;;;;;;;;;;;;;
Saint-Pierre-et-Miquelon;1842;;;;;;;;;;;;;;
Saint-Pierre-et-Miquelon;1843;;;;;;;;;;;;;;
Saint-Pierre-et-Miquelon;1844;;;;;;;;;;;;;;
Saint-Pierre-et-Miquelon;1845;;;;;;;;;;;;;;
Saint-Pierre-et-Miquelon;1846;;;;;;;;;;;;;;
Saint-Pierre-et-Miquelon;1847;;;;;;;;;;;;;;
Saint-Pierre-et-Miquelon;1848;;;;;;;;;;;;;;
Saint-Pierre-et-Miquelon;1849;;;;;;;;;;;;;;
Saint-Pierre-et-Miquelon;1850;;;;;;;;;;;;;;
Saint-Pierre-et-Miquelon;1851;;;;;;;;;;;;;;
Saint-Pierre-et-Miquelon;1852;;;;;;;;;;;;;;
Saint-Pierre-et-Miquelon;1853;;;;;;;;;;;;;;
Saint-Pierre-et-Miquelon;1854;;;;;;;;;;;;;;
Saint-Pierre-et-Miquelon;1855;;;;;;;;;;;;;;
Saint-Pierre-et-Miquelon;1856;;;;;;;;;;;;;;
Saint-Pierre-et-Miquelon;1857;;;;;;;;;;;;;;
Saint-Pierre-et-Miquelon;1858;;;;;;;;;;;;;;
Saint-Pierre-et-Miquelon;1859;;;;;;;;;;;;;;
Saint-Pierre-et-Miquelon;1860;;;;;;;;;;;;;;
Saint-Pierre-et-Miquelon;1861;;;;;;;;;;;;;;
Saint-Pierre-et-Miquelon;1862;;;;;;;;;;;;;;
Saint-Pierre-et-Miquelon;1863;;;;;;;;;;;;;;
Saint-Pierre-et-Miquelon;1864;;;;;;;;;;;;;;
Saint-Pierre-et-Miquelon;1865;;;;;;;;;;;;;;
Saint-Pierre-et-Miquelon;1866;;;;;;;;;;;;;;
Saint-Pierre-et-Miquelon;1867;;;;;;;;;;;;;;
Saint-Pierre-et-Miquelon;1868;;;;;;;;;;;;;;
Saint-Pierre-et-Miquelon;1869;;;;;;;;;;;;;;
Saint-Pierre-et-Miquelon;1870;;;;;;;;;;;;;;
Saint-Pierre-et-Miquelon;1871;;;;;;;;;;;;;;
Saint-Pierre-et-Miquelon;1872;;;;;;;;;;;;;;
Saint-Pierre-et-Miquelon;1873;;;;;;;;;;;;;;
Saint-Pierre-et-Miquelon;1874;;;;;;;;;;;;;;
Saint-Pierre-et-Miquelon;1875;;;;;;;;;;;;;;
Saint-Pierre-et-Miquelon;1876;;;;;;;;;;;;;;
Saint-Pierre-et-Miquelon;1877;;;;;;;;;;;;;;
Saint-Pierre-et-Miquelon;1878;;;;;;;;;;;;;;
Saint-Pierre-et-Miquelon;1879;;;;;;;;;;;;;;
Saint-Pierre-et-Miquelon;1880;;;;;;;;;;;;;;
Saint-Pierre-et-Miquelon;1881;;;;;;;;;;;;;;
Saint-Pierre-et-Miquelon;1882;;;;;;;;;;;;;;
Saint-Pierre-et-Miquelon;1883;;;;;;;;;;;;;;
Saint-Pierre-et-Miquelon;1884;;;;;;;;;;;;;;
Saint-Pierre-et-Miquelon;1885;;;;;;;;;;;;;;
Saint-Pierre-et-Miquelon;1886;;;;;;;;;;;;;;
Saint-Pierre-et-Miquelon;1887;;;;;;;;;;;;;;
Saint-Pierre-et-Miquelon;1888;;;;;;;;;;;;;;
Saint-Pierre-et-Miquelon;1889;;;;;;;;;;;;;;
Saint-Pierre-et-Miquelon;1890;;;;;;;;;;;;;;
Saint-Pierre-et-Miquelon;1891;;;;;;;;;;;;;;
Saint-Pierre-et-Miquelon;1892;;;;;;;;;;;;;;
Saint-Pierre-et-Miquelon;1893;;;;;;;;;;;;;;
Saint-Pierre-et-Miquelon;1894;;;;;;;;;;;;;;
Saint-Pierre-et-Miquelon;1895;;;;;;;;;;;;;;
Saint-Pierre-et-Miquelon;1896;;;;;;;;;;;;;;
Saint-Pierre-et-Miquelon;1897;;;;;;;;;;;;;;
Saint-Pierre-et-Miquelon;1898;;;;;;;;;;;;;;
Saint-Pierre-et-Miquelon;1899;;;;;;;;;;;;;;
Saint-Pierre-et-Miquelon;1900;;;;;;;;;;;;;;
Saint-Pierre-et-Miquelon;1901;;;;;;;;;;;;;;
Saint-Pierre-et-Miquelon;1902;;;;;;;;;;;;;;
Saint-Pierre-et-Miquelon;1903;;;;;;;;;;;;;;
Saint-Pierre-et-Miquelon;1904;;;;;;;;;;;;;;
Saint-Pierre-et-Miquelon;1905;;;;;;;;;;;;;;
Saint-Pierre-et-Miquelon;1906;;;;;;;;;;;;;;
Saint-Pierre-et-Miquelon;1907;;;;;;;;;;;;;;
Saint-Pierre-et-Miquelon;1908;;;;;;;;;;;;;;
Saint-Pierre-et-Miquelon;1909;;;;;;;;;;;;;;
Saint-Pierre-et-Miquelon;1910;;;;;;;;;;;;;;
Saint-Pierre-et-Miquelon;1911;;;;;;;;;;;;;;
Saint-Pierre-et-Miquelon;1912;;;;;;;;;;;;;;
Saint-Pierre-et-Miquelon;1913;;;;;;;;;;;;;;
Saint-Pierre-et-Miquelon;1914;;;;;;;;;;;;;;
Saint-Pierre-et-Miquelon;1915;;;;;;;;;;;;;;
Saint-Pierre-et-Miquelon;1916;;;;;;;;;;;;;;
Saint-Pierre-et-Miquelon;1917;;;;;;;;;;;;;;
Saint-Pierre-et-Miquelon;1918;;;;;;;;;;;;;;
Saint-Pierre-et-Miquelon;1919;;;;;;;;;;;;;;
Saint-Pierre-et-Miquelon;1920;;;;;;;;;;;;;;
Saint-Pierre-et-Miquelon;1921;;;;;;;;;;;;;;
Saint-Pierre-et-Miquelon;1922;;;;;;;;;;;;;;
Saint-Pierre-et-Miquelon;1923;;;;;;;;;;;;;;
Saint-Pierre-et-Miquelon;1924;;;;;;;;;;;;;;
Saint-Pierre-et-Miquelon;1925;;;;;;;;;;;;;;
Saint-Pierre-et-Miquelon;1926;;;;;;;;;;;;;;
Saint-Pierre-et-Miquelon;1927;;;;;;;;;;;;;;
Saint-Pierre-et-Miquelon;1928;;;;;;;;;;;;;;
Saint-Pierre-et-Miquelon;1929;;;;;;;;;;;;;;
Saint-Pierre-et-Miquelon;1930;;;;;;;;;;;;;;
Saint-Pierre-et-Miquelon;1931;;;;;;;;;;;;;;
Saint-Pierre-et-Miquelon;1932;;;;;;;;;;;;;;
Saint-Pierre-et-Miquelon;1933;;;;;;;;;;;;;;
Saint-Pierre-et-Miquelon;1934;;;;;;;;;;;;;;
Saint-Pierre-et-Miquelon;1935;;;;;;;;;;;;;;
Saint-Pierre-et-Miquelon;1936;;;;;;;;;;;;;;
Saint-Pierre-et-Miquelon;1937;;;;;;;;;;;;;;
Saint-Pierre-et-Miquelon;1938;;;;;;;;;;;;;;
Saint-Pierre-et-Miquelon;1939;;;;;;;;;;;;;;
Saint-Pierre-et-Miquelon;1940;;;;;;;;;;;;;;
Saint-Pierre-et-Miquelon;1941;;;;;;;;;;;;;;
Saint-Pierre-et-Miquelon;1942;;;;;;;;;;;;;;
Saint-Pierre-et-Miquelon;1943;;;;;;;;;;;;;;
Saint-Pierre-et-Miquelon;1944;;;;;;;;;;;;;;
Saint-Pierre-et-Miquelon;1945;;;;;;;;;;;;;;
Saint-Pierre-et-Miquelon;1946;;;;;;;;;;;;;;
Saint-Pierre-et-Miquelon;1947;;;;;;;;;;;;;;
Saint-Pierre-et-Miquelon;1948;;;;;;;;;;;;;;
Saint-Pierre-et-Miquelon;1949;;;;;;;;;;;;;;
Saint-Pierre-et-Miquelon;1950;;;;;;;;;;;;;;
Saint-Pierre-et-Miquelon;1951;;;;;;;;;;;;;;
Saint-Pierre-et-Miquelon;1952;;;;;;;;;;;;;;
Saint-Pierre-et-Miquelon;1953;;;;;;;;;;;;;;
Saint-Pierre-et-Miquelon;1954;;;;;;;;;;;;;;
Saint-Pierre-et-Miquelon;1955;;;;;;;;;;;;;;
Saint-Pierre-et-Miquelon;1956;;;;;;;;;;;;;;
Saint-Pierre-et-Miquelon;1957;;;;;;;;;;;;;;
Saint-Pierre-et-Miquelon;1958;;;;;;;;;;;;;;
Saint-Pierre-et-Miquelon;1959;;;;;;;;;;;;;;
Saint-Pierre-et-Miquelon;1960;;;;;;;;;;;;;;
Saint-Pierre-et-Miquelon;1961;;;;;;;;;;;;;;
Saint-Pierre-et-Miquelon;1962;;;;;;;;;;;;;;
Saint-Pierre-et-Miquelon;1963;;;;;;;;;;;;;;
Saint-Pierre-et-Miquelon;1964;;;;;;;;;;;;;;
Saint-Pierre-et-Miquelon;1965;;;;;;;;;;;;;;
Saint-Pierre-et-Miquelon;1966;;;;;;;;;;;;;;
Saint-Pierre-et-Miquelon;1967;;;;;;;;;;;;;;
Saint-Pierre-et-Miquelon;1968;;;;;;;;;;;;;;
Saint-Pierre-et-Miquelon;1969;;;;;;;;;;;;;;
Saint-Pierre-et-Miquelon;1970;;;;;;;;;;;;;;
Saint-Pierre-et-Miquelon;1971;;;;;;;;;;;;;;
Saint-Pierre-et-Miquelon;1972;;;;;;;;;;;;;;
Saint-Pierre-et-Miquelon;1973;;;;;;;;;;;;;;
Saint-Pierre-et-Miquelon;1974;;;;;;;;;;;;;;
Saint-Pierre-et-Miquelon;1975;;;;;;;;;;;;;;
Saint-Pierre-et-Miquelon;1976;;;;;;;;;;;;;;
Saint-Pierre-et-Miquelon;1977;;;;;;;;;;;;;;
Saint-Pierre-et-Miquelon;1978;;;;;;;;;;;;;;
Saint-Pierre-et-Miquelon;1979;;;;;;;;;;;;;;
Saint-Pierre-et-Miquelon;1980;;;;;;;;;;;;;;
Saint-Pierre-et-Miquelon;1981;;;;;;;;;;;;;;
Saint-Pierre-et-Miquelon;1982;;;;;;;;;;;;;;
Saint-Pierre-et-Miquelon;1983;;;;;;;;;;;;;;
Saint-Pierre-et-Miquelon;1984;;;;;;;;;;;;;;
Saint-Pierre-et-Miquelon;1985;;;;;;;;;;;;;;
Saint-Pierre-et-Miquelon;1986;;;;;;;;;;;;;;
Saint-Pierre-et-Miquelon;1987;;;;;;;;;;;;;;
Saint-Pierre-et-Miquelon;1988;;;;;;;;;;;;;;
Saint-Pierre-et-Miquelon;1989;;;;;;;;;;;;;;
Saint-Pierre-et-Miquelon;1990;;;;;;;;;;;;;;
Saint-Pierre-et-Miquelon;1991;;;;;;;;;;;;;;
Saint-Pierre-et-Miquelon;1992;;;;;;;;;;;;;;
Saint-Pierre-et-Miquelon;1993;;;;;;;;;;;;;;
Saint-Pierre-et-Miquelon;1994;;;;;;;;;;;;;;
Saint-Pierre-et-Miquelon;1995;;;;;;;;;;;;;;
Saint-Pierre-et-Miquelon;1996;;;;;;;;;;;;;;
Saint-Pierre-et-Miquelon;1997;;;;;;;;;;;;;;
Saint-Pierre-et-Miquelon;1998;;;;;;;;;;;;;;
Saint-Pierre-et-Miquelon;1999;;;;;;;;;;;;;;
Saint-Pierre-et-Miquelon;2000;;;;;;;;;;;;;;
Saint-Pierre-et-Miquelon;2001;;;;;;;;;;;;;;
Saint-Pierre-et-Miquelon;2002;;;;;;;;;;;;;;
Saint-Pierre-et-Miquelon;2003;;;;;;;;;;;;;;
Saint-Pierre-et-Miquelon;2004;;;;;;;;;;;;;;
Saint-Pierre-et-Miquelon;2005;6 860;Level, guesstimated.;2005;;;;CIA;;Rough extrapolation: We used the figure for 2001 (from CIA fact book 2008). ;Gapminder model 4 (based on the GDP per capita of CIA). ;;;;
Saint-Pierre-et-Miquelon;2006;;;;;;;;;;;;;;
Saint-Pierre-et-Miquelon;2007;;;;;;;;;;;;;;
Saint-Pierre-et-Miquelon;2008;;;;;;;;;;;;;;
Saint-Pierre-et-Miquelon;2009;;;;;;;;;;;;;;
Saint-Pierre-et-Miquelon;2010;;;;;;;;;;;;;;
Saint-Pierre-et-Miquelon;2011;;;;;;;;;;;;;;
Saint-Pierre-et-Miquelon;2012;;;;;;;;;;;;;;
Saint-Pierre-et-Miquelon;2013;;;;;;;;;;;;;;
Saint-Pierre-et-Miquelon;2014;;;;;;;;;;;;;;
Saint-Pierre-et-Miquelon;2015;;;;;;;;;;;;;;
Saint-Pierre-et-Miquelon;2016;;;;;;;;;;;;;;
Saint-Pierre-et-Miquelon;2017;;;;;;;;;;;;;;
Saint-Pierre-et-Miquelon;2018;;;;;;;;;;;;;;
Samoa;1800;1 308;Extrapolated.;1800;;;;Extrapolation - we use the value for 1820.;;;;;;;
Samoa;1801;1 308;Interpolated.;;;;;;;;;;;;
Samoa;1802;1 308;Interpolated.;;;;;;;;;;;;
Samoa;1803;1 308;Interpolated.;;;;;;;;;;;;
Samoa;1804;1 308;Interpolated.;;;;;;;;;;;;
Samoa;1805;1 308;Interpolated.;;;;;;;;;;;;
Samoa;1806;1 308;Interpolated.;;;;;;;;;;;;
Samoa;1807;1 308;Interpolated.;;;;;;;;;;;;
Samoa;1808;1 308;Interpolated.;;;;;;;;;;;;
Samoa;1809;1 308;Interpolated.;;;;;;;;;;;;
Samoa;1810;1 308;Interpolated.;;;;;;;;;;;;
Samoa;1811;1 308;Interpolated.;;;;;;;;;;;;
Samoa;1812;1 308;Interpolated.;;;;;;;;;;;;
Samoa;1813;1 308;Interpolated.;;;;;;;;;;;;
Samoa;1814;1 308;Interpolated.;;;;;;;;;;;;
Samoa;1815;1 308;Interpolated.;;;;;;;;;;;;
Samoa;1816;1 308;Interpolated.;;;;;;;;;;;;
Samoa;1817;1 308;Interpolated.;;;;;;;;;;;;
Samoa;1818;1 308;Interpolated.;;;;;;;;;;;;
Samoa;1819;1 308;Interpolated.;;;;;;;;;;;;
Samoa;1820;1 308;Level from regional average, multiplied with spread-out factor.;1820;;;"""23 small East Asian countries""";Maddison on-line.;;;Gapminder model 2 (based on the GDP per capita of Maddison). ;Spread-out factor: 1,94;Spread-out factor based on: Purely random.;;
Samoa;1821;1 313;Interpolated.;;;;;;;;;;;;
Samoa;1822;1 317;Interpolated.;;;;;;;;;;;;
Samoa;1823;1 321;Interpolated.;;;;;;;;;;;;
Samoa;1824;1 326;Interpolated.;;;;;;;;;;;;
Samoa;1825;1 330;Interpolated.;;;;;;;;;;;;
Samoa;1826;1 334;Interpolated.;;;;;;;;;;;;
Samoa;1827;1 338;Interpolated.;;;;;;;;;;;;
Samoa;1828;1 343;Interpolated.;;;;;;;;;;;;
Samoa;1829;1 347;Interpolated.;;;;;;;;;;;;
Samoa;1830;1 352;Interpolated.;;;;;;;;;;;;
Samoa;1831;1 356;Interpolated.;;;;;;;;;;;;
Samoa;1832;1 360;Interpolated.;;;;;;;;;;;;
Samoa;1833;1 365;Interpolated.;;;;;;;;;;;;
Samoa;1834;1 369;Interpolated.;;;;;;;;;;;;
Samoa;1835;1 374;Interpolated.;;;;;;;;;;;;
Samoa;1836;1 378;Interpolated.;;;;;;;;;;;;
Samoa;1837;1 383;Interpolated.;;;;;;;;;;;;
Samoa;1838;1 387;Interpolated.;;;;;;;;;;;;
Samoa;1839;1 392;Interpolated.;;;;;;;;;;;;
Samoa;1840;1 396;Interpolated.;;;;;;;;;;;;
Samoa;1841;1 401;Interpolated.;;;;;;;;;;;;
Samoa;1842;1 405;Interpolated.;;;;;;;;;;;;
Samoa;1843;1 410;Interpolated.;;;;;;;;;;;;
Samoa;1844;1 414;Interpolated.;;;;;;;;;;;;
Samoa;1845;1 419;Interpolated.;;;;;;;;;;;;
Samoa;1846;1 424;Interpolated.;;;;;;;;;;;;
Samoa;1847;1 428;Interpolated.;;;;;;;;;;;;
Samoa;1848;1 433;Interpolated.;;;;;;;;;;;;
Samoa;1849;1 437;Interpolated.;;;;;;;;;;;;
Samoa;1850;1 442;Interpolated.;;;;;;;;;;;;
Samoa;1851;1 447;Interpolated.;;;;;;;;;;;;
Samoa;1852;1 451;Interpolated.;;;;;;;;;;;;
Samoa;1853;1 456;Interpolated.;;;;;;;;;;;;
Samoa;1854;1 461;Interpolated.;;;;;;;;;;;;
Samoa;1855;1 466;Interpolated.;;;;;;;;;;;;
Samoa;1856;1 470;Interpolated.;;;;;;;;;;;;
Samoa;1857;1 475;Interpolated.;;;;;;;;;;;;
Samoa;1858;1 480;Interpolated.;;;;;;;;;;;;
Samoa;1859;1 485;Interpolated.;;;;;;;;;;;;
Samoa;1860;1 490;Interpolated.;;;;;;;;;;;;
Samoa;1861;1 494;Interpolated.;;;;;;;;;;;;
Samoa;1862;1 499;Interpolated.;;;;;;;;;;;;
Samoa;1863;1 504;Interpolated.;;;;;;;;;;;;
Samoa;1864;1 509;Interpolated.;;;;;;;;;;;;
Samoa;1865;1 514;Interpolated.;;;;;;;;;;;;
Samoa;1866;1 519;Interpolated.;;;;;;;;;;;;
Samoa;1867;1 524;Interpolated.;;;;;;;;;;;;
Samoa;1868;1 529;Interpolated.;;;;;;;;;;;;
Samoa;1869;1 534;Interpolated.;;;;;;;;;;;;
Samoa;1870;1 539;Interpolated.;;;;;;;;;;;;
Samoa;1871;1 544;Interpolated.;;;;;;;;;;;;
Samoa;1872;1 549;Interpolated.;;;;;;;;;;;;
Samoa;1873;1 554;Interpolated.;;;;;;;;;;;;
Samoa;1874;1 559;Interpolated.;;;;;;;;;;;;
Samoa;1875;1 564;Interpolated.;;;;;;;;;;;;
Samoa;1876;1 569;Interpolated.;;;;;;;;;;;;
Samoa;1877;1 574;Interpolated.;;;;;;;;;;;;
Samoa;1878;1 579;Interpolated.;;;;;;;;;;;;
Samoa;1879;1 584;Interpolated.;;;;;;;;;;;;
Samoa;1880;1 589;Interpolated.;;;;;;;;;;;;
Samoa;1881;1 595;Interpolated.;;;;;;;;;;;;
Samoa;1882;1 600;Interpolated.;;;;;;;;;;;;
Samoa;1883;1 605;Interpolated.;;;;;;;;;;;;
Samoa;1884;1 610;Interpolated.;;;;;;;;;;;;
Samoa;1885;1 615;Interpolated.;;;;;;;;;;;;
Samoa;1886;1 621;Interpolated.;;;;;;;;;;;;
Samoa;1887;1 626;Interpolated.;;;;;;;;;;;;
Samoa;1888;1 631;Interpolated.;;;;;;;;;;;;
Samoa;1889;1 636;Interpolated.;;;;;;;;;;;;
Samoa;1890;1 642;Interpolated.;;;;;;;;;;;;
Samoa;1891;1 647;Interpolated.;;;;;;;;;;;;
Samoa;1892;1 652;Interpolated.;;;;;;;;;;;;
Samoa;1893;1 658;Interpolated.;;;;;;;;;;;;
Samoa;1894;1 663;Interpolated.;;;;;;;;;;;;
Samoa;1895;1 669;Interpolated.;;;;;;;;;;;;
Samoa;1896;1 674;Interpolated.;;;;;;;;;;;;
Samoa;1897;1 679;Interpolated.;;;;;;;;;;;;
Samoa;1898;1 685;Interpolated.;;;;;;;;;;;;
Samoa;1899;1 690;Interpolated.;;;;;;;;;;;;
Samoa;1900;1 696;Interpolated.;;;;;;;;;;;;
Samoa;1901;1 701;Interpolated.;;;;;;;;;;;;
Samoa;1902;1 707;Interpolated.;;;;;;;;;;;;
Samoa;1903;1 712;Interpolated.;;;;;;;;;;;;
Samoa;1904;1 718;Interpolated.;;;;;;;;;;;;
Samoa;1905;1 724;Interpolated.;;;;;;;;;;;;
Samoa;1906;1 729;Interpolated.;;;;;;;;;;;;
Samoa;1907;1 735;Interpolated.;;;;;;;;;;;;
Samoa;1908;1 740;Interpolated.;;;;;;;;;;;;
Samoa;1909;1 746;Interpolated.;;;;;;;;;;;;
Samoa;1910;1 752;Interpolated.;;;;;;;;;;;;
Samoa;1911;1 757;Interpolated.;;;;;;;;;;;;
Samoa;1912;1 763;Interpolated.;;;;;;;;;;;;
Samoa;1913;1 769;Level from regional average, multiplied with spread-out factor.;1913;;;"""23 small East Asian countries""";Maddison on-line.;;;Gapminder model 2 (based on the GDP per capita of Maddison). ;Spread-out factor: 1,94;Spread-out factor based on: Purely random.;;
Samoa;1914;1 791;Interpolated.;;;;;;;;;;;;
Samoa;1915;1 812;Interpolated.;;;;;;;;;;;;
Samoa;1916;1 835;Interpolated.;;;;;;;;;;;;
Samoa;1917;1 857;Interpolated.;;;;;;;;;;;;
Samoa;1918;1 880;Interpolated.;;;;;;;;;;;;
Samoa;1919;1 903;Interpolated.;;;;;;;;;;;;
Samoa;1920;1 926;Interpolated.;;;;;;;;;;;;
Samoa;1921;1 950;Interpolated.;;;;;;;;;;;;
Samoa;1922;1 973;Interpolated.;;;;;;;;;;;;
Samoa;1923;1 997;Interpolated.;;;;;;;;;;;;
Samoa;1924;2 022;Interpolated.;;;;;;;;;;;;
Samoa;1925;2 047;Interpolated.;;;;;;;;;;;;
Samoa;1926;2 072;Interpolated.;;;;;;;;;;;;
Samoa;1927;2 097;Interpolated.;;;;;;;;;;;;
Samoa;1928;2 123;Interpolated.;;;;;;;;;;;;
Samoa;1929;2 149;Interpolated.;;;;;;;;;;;;
Samoa;1930;2 175;Interpolated.;;;;;;;;;;;;
Samoa;1931;2 201;Interpolated.;;;;;;;;;;;;
Samoa;1932;2 228;Interpolated.;;;;;;;;;;;;
Samoa;1933;2 256;Interpolated.;;;;;;;;;;;;
Samoa;1934;2 283;Interpolated.;;;;;;;;;;;;
Samoa;1935;2 311;Interpolated.;;;;;;;;;;;;
Samoa;1936;2 339;Interpolated.;;;;;;;;;;;;
Samoa;1937;2 368;Interpolated.;;;;;;;;;;;;
Samoa;1938;2 397;Interpolated.;;;;;;;;;;;;
Samoa;1939;2 426;Interpolated.;;;;;;;;;;;;
Samoa;1940;2 456;Interpolated.;;;;;;;;;;;;
